studyName	Sample Number	Species	Region	Island	Stage	Individual ID	Clutch Completion	Date Egg	Culmen Length (mm)	Culmen Depth (mm)	Flipper Length (mm)	Body Mass (g)	Sex
PAL0708	3	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N32A1	Yes	27/11/2007	48.7	14.1	210	4450	FEMALE
PAL0708	4	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N32A2	Yes	27/11/2007	50	15.2	218	5700	MALE
PAL0708	5	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N33A1	Yes	18/11/2007	47.6	14.5	215	5400	MALE
PAL0708	6	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N33A2	Yes	18/11/2007	46.5	13.5	210	4550	FEMALE
PAL0708	7	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N34A1	Yes	27/11/2007	45.4	14.6	211	4800	FEMALE
PAL0708	8	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N34A2	Yes	27/11/2007	46.7	15.3	219	5200	MALE
PAL0708	9	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N35A1	Yes	27/11/2007	43.3	13.4	209	4400	FEMALE
PAL0708	10	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N35A2	Yes	27/11/2007	46.8	15.4	215	5150	MALE
PAL0708	11	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N36A1	No	27/11/2007	40.9	13.7	214	4650	FEMALE
PAL0708	12	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N36A2	No	27/11/2007	49	16.1	216	5550	MALE
PAL0708	13	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N37A1	Yes	29/11/2007	45.5	13.7	214	4650	FEMALE
PAL0708	14	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N37A2	Yes	29/11/2007	48.4	14.6	213	5850	MALE
PAL0708	15	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N38A1	Yes	03/12/2007	45.8	14.6	210	4200	FEMALE
PAL0708	16	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N38A2	Yes	03/12/2007	49.3	15.7	217	5850	MALE
PAL0708	17	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N39A1	Yes	27/11/2007	42	13.5	210	4150	FEMALE
PAL0708	18	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N39A2	Yes	27/11/2007	49.2	15.2	221	6300	MALE
PAL0708	19	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N40A1	Yes	27/11/2007	46.2	14.5	209	4800	FEMALE
PAL0708	20	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N40A2	Yes	27/11/2007	48.7	15.1	222	5350	MALE
PAL0708	21	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N41A1	Yes	27/11/2007	50.2	14.3	218	5700	MALE
PAL0708	22	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N41A2	Yes	27/11/2007	45.1	14.5	215	5000	FEMALE
PAL0708	23	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N42A1	Yes	27/11/2007	46.5	14.5	213	4400	FEMALE
PAL0708	24	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N42A2	Yes	27/11/2007	46.3	15.8	215	5050	MALE
PAL0708	25	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N44A1	Yes	29/11/2007	42.9	13.1	215	5000	FEMALE
PAL0708	26	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N44A2	Yes	29/11/2007	46.1	15.1	215	5100	MALE
PAL0708	27	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N46A1	Yes	29/11/2007	44.5	14.3	216	4100	NA
PAL0708	28	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N46A2	Yes	29/11/2007	47.8	15	215	5650	MALE
PAL0708	29	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N47A1	Yes	29/11/2007	48.2	14.3	210	4600	FEMALE
PAL0708	30	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N47A2	Yes	29/11/2007	50	15.3	220	5550	MALE
PAL0708	31	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N50A1	Yes	29/11/2007	47.3	15.3	222	5250	MALE
PAL0708	32	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N50A2	Yes	29/11/2007	42.8	14.2	209	4700	FEMALE
PAL0708	33	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N56A1	Yes	03/12/2007	45.1	14.5	207	5050	FEMALE
PAL0708	34	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N56A2	Yes	03/12/2007	59.6	17	230	6050	MALE
PAL0809	35	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N2A1	Yes	13/11/2008	49.1	14.8	220	5150	FEMALE
PAL0809	36	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N2A2	Yes	13/11/2008	48.4	16.3	220	5400	MALE
PAL0809	37	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N4A1	Yes	02/11/2008	42.6	13.7	213	4950	FEMALE
PAL0809	38	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N4A2	Yes	02/11/2008	44.4	17.3	219	5250	MALE
PAL0809	39	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N5A1	Yes	09/11/2008	44	13.6	208	4350	FEMALE
PAL0809	40	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N5A2	Yes	09/11/2008	48.7	15.7	208	5350	MALE
PAL0809	41	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N6A1	No	04/11/2008	42.7	13.7	208	3950	FEMALE
PAL0809	42	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N6A2	No	04/11/2008	49.6	16	225	5700	MALE
PAL0809	43	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N7A1	Yes	04/11/2008	45.3	13.7	210	4300	FEMALE
PAL0809	44	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N7A2	Yes	04/11/2008	49.6	15	216	4750	MALE
PAL0809	45	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N8A1	Yes	03/11/2008	50.5	15.9	222	5550	MALE
PAL0809	46	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N8A2	Yes	03/11/2008	43.6	13.9	217	4900	FEMALE
PAL0809	47	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N11A1	No	09/11/2008	45.5	13.9	210	4200	FEMALE
PAL0809	48	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N11A2	No	09/11/2008	50.5	15.9	225	5400	MALE
PAL0809	49	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N12A1	Yes	02/11/2008	44.9	13.3	213	5100	FEMALE
PAL0809	50	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N12A2	Yes	02/11/2008	45.2	15.8	215	5300	MALE
PAL0809	51	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N13A1	Yes	04/11/2008	46.6	14.2	210	4850	FEMALE
PAL0809	52	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N13A2	Yes	04/11/2008	48.5	14.1	220	5300	MALE
PAL0809	53	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N14A1	Yes	04/11/2008	45.1	14.4	210	4400	FEMALE
PAL0809	54	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N14A2	Yes	04/11/2008	50.1	15	225	5000	MALE
PAL0809	55	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N15A1	Yes	04/11/2008	46.5	14.4	217	4900	FEMALE
PAL0809	56	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N15A2	Yes	04/11/2008	45	15.4	220	5050	MALE
PAL0809	57	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N16A1	Yes	03/11/2008	43.8	13.9	208	4300	FEMALE
PAL0809	58	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N16A2	Yes	03/11/2008	45.5	15	220	5000	MALE
PAL0809	59	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N17A1	Yes	06/11/2008	43.2	14.5	208	4450	FEMALE
PAL0809	60	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N17A2	Yes	06/11/2008	50.4	15.3	224	5550	MALE
PAL0809	61	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N18A1	Yes	03/11/2008	45.3	13.8	208	4200	FEMALE
PAL0809	62	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N18A2	Yes	03/11/2008	46.2	14.9	221	5300	MALE
PAL0809	63	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N19A1	Yes	13/11/2008	45.7	13.9	214	4400	FEMALE
PAL0809	64	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N19A2	Yes	13/11/2008	54.3	15.7	231	5650	MALE
PAL0809	65	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N20A1	Yes	04/11/2008	45.8	14.2	219	4700	FEMALE
PAL0809	66	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N20A2	Yes	04/11/2008	49.8	16.8	230	5700	MALE
PAL0809	67	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N51A1	Yes	09/11/2008	46.2	14.4	214	4650	NA
PAL0809	68	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N51A2	Yes	09/11/2008	49.5	16.2	229	5800	MALE
PAL0809	69	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N53A1	Yes	13/11/2008	43.5	14.2	220	4700	FEMALE
PAL0809	70	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N53A2	Yes	13/11/2008	50.7	15	223	5550	MALE
PAL0809	71	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N54A1	Yes	03/11/2008	47.7	15	216	4750	FEMALE
PAL0809	72	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N54A2	Yes	03/11/2008	46.4	15.6	221	5000	MALE
PAL0809	73	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N55A1	Yes	09/11/2008	48.2	15.6	221	5100	MALE
PAL0809	74	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N55A2	Yes	09/11/2008	46.5	14.8	217	5200	FEMALE
PAL0809	75	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N56A1	Yes	06/11/2008	46.4	15	216	4700	FEMALE
PAL0809	76	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N56A2	Yes	06/11/2008	48.6	16	230	5800	MALE
PAL0809	77	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N58A1	Yes	06/11/2008	47.5	14.2	209	4600	FEMALE
PAL0809	78	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N58A2	Yes	06/11/2008	51.1	16.3	220	6000	MALE
PAL0809	79	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N60A1	Yes	09/11/2008	45.2	13.8	215	4750	FEMALE
PAL0809	80	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N60A2	Yes	09/11/2008	45.2	16.4	223	5950	MALE
PAL0910	81	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N1A1	Yes	18/11/2009	49.1	14.5	212	4625	FEMALE
PAL0910	82	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N1A2	Yes	18/11/2009	52.5	15.6	221	5450	MALE
PAL0910	83	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N6A1	Yes	15/11/2009	47.4	14.6	212	4725	FEMALE
PAL0910	84	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N6A2	Yes	15/11/2009	50	15.9	224	5350	MALE
PAL0910	85	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N8A1	Yes	22/11/2009	44.9	13.8	212	4750	FEMALE
PAL0910	86	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N8A2	Yes	22/11/2009	50.8	17.3	228	5600	MALE
PAL0910	87	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N13A1	Yes	20/11/2009	43.4	14.4	218	4600	FEMALE
PAL0910	88	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N13A2	Yes	20/11/2009	51.3	14.2	218	5300	MALE
PAL0910	89	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N14A1	Yes	25/11/2009	47.5	14	212	4875	FEMALE
PAL0910	90	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N14A2	Yes	25/11/2009	52.1	17	230	5550	MALE
PAL0910	91	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N15A1	Yes	25/11/2009	47.5	15	218	4950	FEMALE
PAL0910	92	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N15A2	Yes	25/11/2009	52.2	17.1	228	5400	MALE
PAL0910	93	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N18A1	Yes	01/12/2009	45.5	14.5	212	4750	FEMALE
PAL0910	94	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N18A2	Yes	01/12/2009	49.5	16.1	224	5650	MALE
PAL0910	95	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N19A1	Yes	27/11/2009	44.5	14.7	214	4850	FEMALE
PAL0910	96	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N19A2	Yes	27/11/2009	50.8	15.7	226	5200	MALE
PAL0910	97	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N20A1	Yes	18/11/2009	49.4	15.8	216	4925	MALE
PAL0910	98	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N20A2	Yes	18/11/2009	46.9	14.6	222	4875	FEMALE
PAL0910	99	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N21A1	Yes	18/11/2009	48.4	14.4	203	4625	FEMALE
PAL0910	100	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N21A2	Yes	18/11/2009	51.1	16.5	225	5250	MALE
PAL0910	101	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N22A1	Yes	22/11/2009	48.5	15	219	4850	FEMALE
PAL0910	102	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N22A2	Yes	22/11/2009	55.9	17	228	5600	MALE
PAL0910	103	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N23A1	Yes	18/11/2009	47.2	15.5	215	4975	FEMALE
PAL0910	104	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N23A2	Yes	18/11/2009	49.1	15	228	5500	MALE
PAL0910	105	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N24A1	Yes	01/12/2009	47.3	13.8	216	4725	NA
PAL0910	106	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N24A2	Yes	01/12/2009	46.8	16.1	215	5500	MALE
PAL0910	107	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N28A1	Yes	10/11/2009	41.7	14.7	210	4700	FEMALE
PAL0910	108	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N28A2	Yes	10/11/2009	53.4	15.8	219	5500	MALE
PAL0910	109	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N29A1	Yes	09/11/2009	43.3	14	208	4575	FEMALE
PAL0910	110	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N29A2	Yes	09/11/2009	48.1	15.1	209	5500	MALE
PAL0910	111	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N32A1	Yes	20/11/2009	50.5	15.2	216	5000	FEMALE
PAL0910	112	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N32A2	Yes	20/11/2009	49.8	15.9	229	5950	MALE
PAL0910	113	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N34A1	Yes	27/11/2009	43.5	15.2	213	4650	FEMALE
PAL0910	114	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N34A2	Yes	27/11/2009	51.5	16.3	230	5500	MALE
PAL0910	115	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N35A1	Yes	25/11/2009	46.2	14.1	217	4375	FEMALE
PAL0910	116	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N35A2	Yes	25/11/2009	55.1	16	230	5850	MALE
PAL0910	117	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N36A1	Yes	01/12/2009	44.5	15.7	217	4875	NA
PAL0910	118	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N36A2	Yes	01/12/2009	48.8	16.2	222	6000	MALE
PAL0910	119	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N38A1	No	01/12/2009	47.2	13.7	214	4925	FEMALE
PAL0910	120	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N38A2	No	01/12/2009	NA	NA	NA	NA	NA
PAL0910	121	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N39A1	Yes	22/11/2009	46.8	14.3	215	4850	FEMALE
PAL0910	122	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N39A2	Yes	22/11/2009	50.4	15.7	222	5750	MALE
PAL0910	123	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N43A1	Yes	22/11/2009	45.2	14.8	212	5200	FEMALE
PAL0910	124	Gentoo penguin (Pygoscelis papua)	Anvers	Biscoe	"Adult, 1 Egg Stage"	N43A2	Yes	22/11/2009	49.9	16.1	213	5400	MALE
PAL0708	1	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N61A1	No	19/11/2007	46.5	17.9	192	3500	FEMALE
PAL0708	2	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N61A2	No	19/11/2007	50	19.5	196	3900	MALE
PAL0708	3	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N62A1	Yes	26/11/2007	51.3	19.2	193	3650	MALE
PAL0708	4	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N62A2	Yes	26/11/2007	45.4	18.7	188	3525	FEMALE
PAL0708	5	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N64A1	Yes	21/11/2007	52.7	19.8	197	3725	MALE
PAL0708	6	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N64A2	Yes	21/11/2007	45.2	17.8	198	3950	FEMALE
PAL0708	7	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N66A1	Yes	28/11/2007	46.1	18.2	178	3250	FEMALE
PAL0708	8	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N66A2	Yes	28/11/2007	51.3	18.2	197	3750	MALE
PAL0708	9	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N67A1	Yes	21/11/2007	46	18.9	195	4150	FEMALE
PAL0708	10	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N67A2	Yes	21/11/2007	51.3	19.9	198	3700	MALE
PAL0708	11	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N68A1	Yes	28/11/2007	46.6	17.8	193	3800	FEMALE
PAL0708	12	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N68A2	Yes	28/11/2007	51.7	20.3	194	3775	MALE
PAL0708	13	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N69A1	Yes	26/11/2007	47	17.3	185	3700	FEMALE
PAL0708	14	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N69A2	Yes	26/11/2007	52	18.1	201	4050	MALE
PAL0708	15	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N70A1	Yes	22/11/2007	45.9	17.1	190	3575	FEMALE
PAL0708	16	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N70A2	Yes	22/11/2007	50.5	19.6	201	4050	MALE
PAL0708	17	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N71A1	No	30/11/2007	50.3	20	197	3300	MALE
PAL0708	18	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N71A2	No	30/11/2007	58	17.8	181	3700	FEMALE
PAL0708	19	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N72A1	Yes	30/11/2007	46.4	18.6	190	3450	FEMALE
PAL0708	20	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N72A2	Yes	30/11/2007	49.2	18.2	195	4400	MALE
PAL0708	21	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N73A1	Yes	03/12/2007	42.4	17.3	181	3600	FEMALE
PAL0708	22	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N73A2	Yes	03/12/2007	48.5	17.5	191	3400	MALE
PAL0708	23	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N85A1	No	28/11/2007	43.2	16.6	187	2900	FEMALE
PAL0708	24	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N85A2	No	28/11/2007	50.6	19.4	193	3800	MALE
PAL0708	25	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N89A1	No	28/11/2007	46.7	17.9	195	3300	FEMALE
PAL0708	26	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N89A2	No	28/11/2007	52	19	197	4150	MALE
PAL0809	27	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N61A1	No	25/11/2008	50.5	18.4	200	3400	FEMALE
PAL0809	28	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N61A2	No	25/11/2008	49.5	19	200	3800	MALE
PAL0809	29	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N62A1	Yes	14/11/2008	46.4	17.8	191	3700	FEMALE
PAL0809	30	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N62A2	Yes	14/11/2008	52.8	20	205	4550	MALE
PAL0809	31	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N63A1	Yes	24/11/2008	40.9	16.6	187	3200	FEMALE
PAL0809	32	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N63A2	Yes	24/11/2008	54.2	20.8	201	4300	MALE
PAL0809	33	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N65A1	Yes	24/11/2008	42.5	16.7	187	3350	FEMALE
PAL0809	34	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N65A2	Yes	24/11/2008	51	18.8	203	4100	MALE
PAL0809	35	Chinstrap penguin (Pygoscelis antarctica)	Anvers	Dream	"Adult, 1 Egg Stage"	N67A1	Yes	25/11/2008	49.7	18.6	195	3600	MALE
